Survey_ID,SurveyYear,StateID,Commodity,DataItem,Value,Volume,UnitCost,Measure
10421,1987,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",35080000,14260000,$2.46,BU
10420,1987,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",35080000,14260000,$2.46,BU
10100,1988,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",93620000,31000000,$3.02,BU
10101,1988,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",16899000,129000,$131.00,TONS
10102,1988,13,HAY,"HAY - PRODUCTION, MEASURED IN $",77748000,1254000,$62.00,TONS
10103,1988,13,OATS,"OATS - PRODUCTION, MEASURED IN $",5131000,2835000,$1.81,BU
10104,1988,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3150000,1400000,$2.25,BU
10105,1988,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",164250000,22500000,$7.30,BU
10107,1988,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",69015000,21500000,$3.21,BU
10106,1988,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",69015000,21500000,$3.21,BU
9786,1989,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",137418000,52250000,$2.63,BU
9787,1989,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",12915000,123000,$105.00,TONS
9788,1989,13,HAY,"HAY - PRODUCTION, MEASURED IN $",94770000,1620000,$58.50,TONS
9789,1989,13,OATS,"OATS - PRODUCTION, MEASURED IN $",6815000,4130000,$1.65,BU
9790,1989,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5160000,2000000,$2.58,BU
9791,1989,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",160446000,28600000,$5.61,BU
9793,1989,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",82880000,22400000,$3.70,BU
9792,1989,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",82880000,22400000,$3.70,BU
9476,1990,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",103598000,37400000,$2.77,BU
9477,1990,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",18288000,144000,$127.00,TONS
9478,1990,13,HAY,"HAY - PRODUCTION, MEASURED IN $",71820000,1140000,$63.00,TONS
9479,1990,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3226000,2240000,$1.44,BU
9480,1990,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2964000,1200000,$2.47,BU
9481,1990,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",56252000,9800000,$5.74,BU
9482,1990,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",62363000,20650000,$3.02,BU
9483,1990,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",62363000,20650000,$3.02,BU
9167,1991,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",149600000,55000000,$2.72,BU
9168,1991,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",14430000,260000,$55.50,TONS
9169,1991,13,HAY,"HAY - PRODUCTION, MEASURED IN $",104400000,1800000,$58.00,TONS
9170,1991,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3900000,3000000,$1.30,BU
9171,1991,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5875000,2500000,$2.35,BU
9172,1991,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",88093000,15930000,$5.53,BU
9173,1991,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",34221000,14025000,$2.44,BU
9174,1991,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",34221000,14025000,$2.44,BU
8858,1992,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",159390000,69000000,$2.31,BU
8859,1992,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",23360000,261000,$89.50,TONS
8860,1992,13,HAY,"HAY - PRODUCTION, MEASURED IN $",97440000,1624000,$60.00,TONS
8861,1992,13,OATS,"OATS - PRODUCTION, MEASURED IN $",5601000,3685000,$1.52,BU
8862,1992,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",6389000,2640000,$2.42,BU
8863,1992,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",101894000,18560000,$5.49,BU
8864,1992,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",50071000,16100000,$3.11,BU
8865,1992,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",50071000,16100000,$3.11,BU
8549,1993,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",106624000,39200000,$2.72,BU
8550,1993,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",23220000,258000,$90.00,TONS
8551,1993,13,HAY,"HAY - PRODUCTION, MEASURED IN $",86070000,1140000,$75.50,TONS
8552,1993,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4890000,3000000,$1.63,BU
8553,1993,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3182000,1440000,$2.21,BU
8554,1993,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",53203000,8160000,$6.52,BU
8556,1993,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",35705000,13680000,$2.61,BU
8555,1993,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",35705000,13680000,$2.61,BU
8240,1994,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",141383000,57240000,$2.47,BU
8241,1994,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",35088000,516000,$68.00,TONS
8242,1994,13,HAY,"HAY - PRODUCTION, MEASURED IN $",118950000,1950000,$61.00,TONS
8243,1994,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4891000,3350000,$1.46,BU
8244,1994,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4980000,2000000,$2.49,BU
8245,1994,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",83235000,15500000,$5.37,BU
8246,1994,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",61812000,20400000,$3.03,BU
8247,1994,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",61812000,20400000,$3.03,BU
7931,1995,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",111825000,31500000,$3.55,BU
7932,1995,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",56279000,674000,$83.50,TONS
7933,1995,13,HAY,"HAY - PRODUCTION, MEASURED IN $",97500000,1500000,$65.00,TONS
7934,1995,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2975000,1750000,$1.70,BU
7935,1995,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3596000,1110000,$3.24,BU
7936,1995,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",56163000,8370000,$6.71,BU
7938,1995,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",38646000,11400000,$3.39,BU
7937,1995,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",38646000,11400000,$3.39,BU
7623,1996,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",178553000,49875000,$3.58,BU
7624,1996,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",71505000,681000,$105.00,TONS
7625,1996,13,HAY,"HAY - PRODUCTION, MEASURED IN $",105000000,1680000,$62.50,TONS
7626,1996,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4048000,1600000,$2.53,BU
7627,1996,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4231000,1640000,$2.58,BU
7628,1996,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",69662000,10140000,$6.87,BU
7629,1996,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",69379000,15840000,$4.38,BU
7630,1996,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",69379000,15840000,$4.38,BU
7315,1997,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",137025000,47250000,$2.90,BU
7316,1997,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",71280000,660000,$108.00,TONS
7317,1997,13,HAY,"HAY - PRODUCTION, MEASURED IN $",92040000,1560000,$59.00,TONS
7318,1997,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3142000,1680000,$1.87,BU
7319,1997,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4738000,1800000,$2.63,BU
7320,1997,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",53306000,7980000,$6.68,BU
7322,1997,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",49126000,15400000,$3.19,BU
7321,1997,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",49126000,15400000,$3.19,BU
7003,1998,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",55412000,22525000,$2.46,BU
7004,1998,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",55230000,526000,$105.00,TONS
7005,1998,13,HAY,"HAY - PRODUCTION, MEASURED IN $",106145000,1495000,$71.00,TONS
7006,1998,13,OATS,"OATS - PRODUCTION, MEASURED IN $",1988000,1325000,$1.50,BU
7007,1998,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2426000,1140000,$2.13,BU
7008,1998,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",24209000,4620000,$5.24,BU
7010,1998,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",26832000,10320000,$2.60,BU
7009,1998,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",26832000,10320000,$2.60,BU
6691,1999,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",70143000,30900000,$2.27,BU
6692,1999,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",39858000,546000,$73.00,TONS
6693,1999,13,HAY,"HAY - PRODUCTION, MEASURED IN $",96000000,1500000,$64.00,TONS
6694,1999,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2338000,1375000,$1.70,BU
6695,1999,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2419000,1350000,$1.79,BU
6696,1999,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",17292000,3610000,$4.79,BU
6698,1999,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",22349000,9675000,$2.31,BU
6697,1999,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",22349000,9675000,$2.31,BU
6377,2000,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",52901000,25680000,$2.06,BU
6378,2000,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",49544000,563000,$88.00,TONS
6379,2000,13,HAY,"HAY - PRODUCTION, MEASURED IN $",92040000,1560000,$59.00,TONS
6380,2000,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3528000,2520000,$1.40,BU
6381,2000,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2684000,1350000,$1.99,BU
6382,2000,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",14885000,3360000,$4.43,BU
6383,2000,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",26460000,10800000,$2.45,BU
6384,2000,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",26460000,10800000,$2.45,BU
6062,2001,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",68394000,29480000,$2.32,BU
6063,2001,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",50806000,764000,$66.50,TONS
6064,2001,13,HAY,"HAY - PRODUCTION, MEASURED IN $",113100000,1950000,$58.00,TONS
6065,2001,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3981000,2275000,$1.75,BU
6066,2001,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2218000,1200000,$1.85,BU
6067,2001,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",17531000,4030000,$4.35,BU
6069,2001,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",21730000,10600000,$2.05,BU
6068,2001,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",21730000,10600000,$2.05,BU
5747,2002,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",86130000,31900000,$2.70,BU
5748,2002,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",42432000,544000,$78.00,TONS
5749,2002,13,HAY,"HAY - PRODUCTION, MEASURED IN $",88920000,1560000,$57.00,TONS
5750,2002,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3150000,1500000,$2.10,BU
5751,2002,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3118000,1200000,$2.60,BU
5752,2002,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",17549000,3220000,$5.45,BU
5754,2002,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",19950000,7980000,$2.50,BU
5753,2002,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",19950000,7980000,$2.50,BU
5433,2003,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",89523000,36540000,$2.45,BU
5434,2003,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",69906000,732000,$95.50,TONS
5435,2003,13,HAY,"HAY - PRODUCTION, MEASURED IN $",111600000,1800000,$62.00,TONS
5436,2003,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2856000,1680000,$1.70,BU
5437,2003,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4101000,1786000,$2.30,BU
5438,2003,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",45716000,6120000,$7.47,BU
5440,2003,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",32269000,10580000,$3.05,BU
5439,2003,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",32269000,10580000,$3.05,BU
5117,2004,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",78848000,35840000,$2.20,BU
5118,2004,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",47600000,560000,$85.00,TONS
5119,2004,13,HAY,"HAY - PRODUCTION, MEASURED IN $",89100000,1620000,$55.00,TONS
5120,2004,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2125000,1250000,$1.70,BU
5121,2004,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2139000,1175000,$1.82,BU
5122,2004,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",47709000,8370000,$5.70,BU
5123,2004,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",29498000,8550000,$3.45,BU
5124,2004,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",29498000,8550000,$3.45,BU
4804,2005,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",64768000,29440000,$2.20,BU
4805,2005,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",54464000,736000,$74.00,TONS
4806,2005,13,HAY,"HAY - PRODUCTION, MEASURED IN $",97350000,1650000,$59.00,TONS
4807,2005,13,OATS,"OATS - PRODUCTION, MEASURED IN $",1920000,1200000,$1.60,BU
4808,2005,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2321000,1350000,$1.72,BU
4809,2005,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",25025000,4550000,$5.50,BU
4810,2005,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",22204000,7280000,$3.05,BU
4811,2005,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",22204000,7280000,$3.05,BU
4492,2006,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",74250000,24750000,$3.00,BU
4493,2006,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",65007000,699000,$93.00,TONS
4494,2006,13,HAY,"HAY - PRODUCTION, MEASURED IN $",76050000,1170000,$65.00,TONS
4495,2006,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3021000,1590000,$1.90,BU
4496,2006,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3210000,1170000,$2.74,BU
4497,2006,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",23975000,3500000,$6.85,BU
4498,2006,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",21756000,5880000,$3.70,BU
4499,2006,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",21756000,5880000,$3.70,BU
4178,2007,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",257175000,57150000,$4.50,BU
4179,2007,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",72076000,487000,$148.00,TONS
4180,2007,13,HAY,"HAY - PRODUCTION, MEASURED IN $",101840000,1273000,$80.00,TONS
4181,2007,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4200000,1680000,$2.50,BU
4182,2007,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",8462000,2070000,$4.09,BU
4183,2007,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",101745000,8550000,$11.90,BU
4184,2007,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",59800000,9200000,$6.50,BU
4185,2007,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",59800000,9200000,$6.50,BU
3865,2008,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",195300000,43400000,$4.50,BU
3866,2008,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",99060000,508000,$195.00,TONS
3867,2008,13,HAY,"HAY - PRODUCTION, MEASURED IN $",145728000,1584000,$92.00,TONS
3868,2008,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4571000,1725000,$2.65,BU
3869,2008,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",6764000,1980000,$3.42,BU
3870,2008,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",122218000,12865000,$9.50,BU
3872,2008,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",134173000,22550000,$5.95,BU
3871,2008,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",134173000,22550000,$5.95,BU
3561,2009,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",212380000,51800000,$4.10,BU
3562,2009,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",67927000,539100,$126.00,TONS
3563,2009,13,HAY,"HAY - PRODUCTION, MEASURED IN $",130410000,1610000,$81.00,TONS
3564,2009,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2100000,840000,$2.50,BU
3565,2009,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",6767000,2120000,$3.19,BU
3566,2009,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",155232000,15840000,$9.80,BU
3568,2009,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",44247000,10290000,$4.30,BU
3567,2009,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",44247000,10290000,$4.30,BU
3258,2010,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",212832000,35770000,$5.95,BU
3259,2010,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",95744000,704000,$136.00,TONS
3260,2010,13,HAY,"HAY - PRODUCTION, MEASURED IN $",123500000,1625000,$76.00,TONS
3261,2010,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2025000,810000,$2.50,BU
3262,2010,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5993000,1092000,$5.49,BU
3263,2010,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",77571000,6630000,$11.70,BU
3264,2010,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",20400000,4080000,$5.00,BU
3265,2010,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",20400000,4080000,$5.00,BU
2955,2011,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",313389000,42930000,$7.30,BU
2956,2011,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",156492000,756000,$207.00,TONS
2957,2011,13,HAY,"HAY - PRODUCTION, MEASURED IN $",84370000,1298000,$65.00,TONS
2958,2011,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3224000,1240000,$2.60,BU
2959,2011,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5962000,910000,$6.55,BU
2960,2011,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",35937000,2970000,$12.10,BU
2962,2011,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",84896000,11200000,$7.58,BU
2961,2011,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",84896000,11200000,$7.58,BU
2658,2012,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",440820000,55800000,$7.90,BU
2659,2012,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",185500000,875000,$212.00,TONS
2660,2012,13,HAY,"HAY - PRODUCTION, MEASURED IN $",108750000,1450000,$75.00,TONS
2661,2012,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3710000,1060000,$3.50,BU
2662,2012,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",15077000,2120000,$7.11,BU
2663,2012,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",117720000,8063000,$14.60,BU
2665,2012,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",83950000,11500000,$7.30,BU
2664,2012,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",83950000,11500000,$7.30,BU
2360,2013,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",420709000,81375000,$5.17,BU
2361,2013,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",141602000,701000,$202.00,TONS
2362,2013,13,HAY,"HAY - PRODUCTION, MEASURED IN $",117450000,1566000,$75.00,TONS
2363,2013,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4104000,1080000,$3.80,BU
2364,2013,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",10662000,2000000,$5.33,BU
2365,2013,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",123890000,9315000,$13.30,BU
2367,2013,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",140400000,21600000,$6.50,BU
2366,2013,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",140400000,21600000,$6.50,BU
2060,2014,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",219759000,52700000,$4.17,BU
2061,2014,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",130442000,740000,$176.27,TONS
2062,2014,13,HAY,"HAY - PRODUCTION, MEASURED IN $",135720000,1508000,$90.00,TONS
2063,2014,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4860000,1080000,$4.50,BU
2064,2014,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4499000,943000,$4.77,BU
2065,2014,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",121800000,11600000,$10.50,BU
2066,2014,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",60295000,11270000,$5.35,BU
2067,2014,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",60295000,11270000,$5.35,BU
1762,2015,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",190067000,48735000,$3.90,BU
1763,2015,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",119925000,615000,$195.00,TONS
1764,2015,13,HAY,"HAY - PRODUCTION, MEASURED IN $",128250000,1425000,$90.00,TONS
1765,2015,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4613000,1125000,$4.10,BU
1766,2015,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",7421000,1632000,$4.55,BU
1767,2015,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",123303000,13330000,$9.25,BU
1769,2015,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",28681000,6235000,$4.60,BU
1768,2015,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",28681000,6235000,$4.60,BU
1469,2016,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",217668000,56100000,$3.88,BU
1470,2016,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",102872000,616000,$167.00,TONS
1471,2016,13,HAY,"HAY - PRODUCTION, MEASURED IN $",138000000,1380000,$100.00,TONS
1472,2016,13,OATS,"OATS - PRODUCTION, MEASURED IN $",3132000,870000,$3.60,BU
1473,2016,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",1926000,540000,$3.57,BU
1474,2016,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",72720000,7200000,$10.10,BU
1476,2016,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",20493000,5060000,$4.05,BU
1475,2016,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",20493000,5060000,$4.05,BU
1175,2017,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",186710000,43120000,$4.33,BU
1176,2017,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",74008000,638000,$116.00,TONS
1177,2017,13,HAY,"HAY - PRODUCTION, MEASURED IN $",176204000,1798000,$98.00,TONS
1178,2017,13,OATS,"OATS - PRODUCTION, MEASURED IN $",2697000,735000,$3.67,BU
1179,2017,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",2889000,648000,$4.46,BU
1180,2017,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",60606000,6300000,$9.62,BU
1181,2017,13,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",13489000,3290000,$4.10,BU
1182,2017,13,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",13489000,3290000,$4.10,BU
876,2018,13,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",218196000,50160000,$4.35,BU
877,2018,13,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",61698000,546000,$113.00,TONS
878,2018,13,HAY,"HAY - PRODUCTION, MEASURED IN $",142680000,1740000,$82.00,TONS
879,2018,13,OATS,"OATS - PRODUCTION, MEASURED IN $",4420000,1065000,$4.15,BU
880,2018,13,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",3294000,795000,$4.14,BU
881,2018,13,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",40567000,5135000,$7.90,BU
